TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;172248.750000;172248.75;;;PJ;00.436.042/0047-52;POLIMPORT  COM;2049-07-15;N;;;;;0.000000;N;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;174476.330000;34895.26;;;PJ;44.463.156/0001-84;SERVIMED COML;2049-10-28;N;;;;;0.000000;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;37989.610000;15195.84;;;PJ;61.155.511/0001-77;HIKARI IND E CO;2049-12-15;N;;;;;0.000000;N;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1680.000000;141388.66;;;PJ;12.229.415/0001-10;S A USINA CORURIPE ACUCAR E ALCOOL;2025-06-13;S;DI1;DI de um dia;100.000000;5.001445;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1016.000000;338669.38;;;PJ;11.458.442/0001-00;VEQUIS COMERCIO IMPORTAÇÃO E EXPORT;2025-09-30;S;DI1;DI de um dia;100.000000;8.499999;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;483.000000;121280.33;;;PJ;61.144.150/0006-78;PADO S A IND COM IMPORT;2025-11-24;S;DI1;DI de um dia;100.000000;7.000001;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;419.000000;105766.00;;;PJ;61.144.150/0006-78;PADO S A IND COM IMPORT;2025-11-24;S;DI1;DI de um dia;100.000000;7.001864;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;522.000000;390378.84;;;PJ;61.554.028/0001-65;CECIL S/A - LAMINACAO DE METAIS;2025-11-27;S;DI1;DI de um dia;100.000000;5.791602;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;596.000000;234930.02;;;PJ;61.554.028/0001-65;CECIL S/A - LAMINACAO DE METAIS;2025-12-15;S;DI1;DI de um dia;100.000000;6.001942;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;500.000000;197088.95;;;PJ;61.554.028/0001-65;CECIL S/A - LAMINACAO DE METAIS;2025-12-15;S;DI1;DI de um dia;100.000000;5.999999;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;500.000000;269093.79;;;PJ;05.826.986/0001-77;Frigorifico Better Beef Ltda;2026-01-26;S;DI1;DI de um dia;100.000000;5.999999;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1805.000000;1824616.98;;;PJ;32.402.502/0001-35;QI Sociedade de Crédito Direto S.A.;2026-03-11;S;DI1;DI de um dia;100.000000;5.500000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;800.000000;649575.51;;;PJ;05.826.986/0001-77;Frigorifico Better Beef Ltda;2026-05-04;S;DI1;DI de um dia;100.000000;6.500000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1730.000000;1741063.96;;;PJ;75.444.430/0001-00;DACALDA ACUCAR E ALCOOL;2026-08-18;S;DI1;DI de um dia;100.000000;5.900000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;653.000000;294367.66;;;PJ;85.070.068/0001-08;GONÇALVES E TORTOLA S A;2026-09-29;S;DI1;DI de um dia;100.000000;5.884910;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;538.000000;242526.49;;;PJ;85.070.068/0001-08;GONÇALVES E TORTOLA S A;2026-09-29;S;DI1;DI de um dia;100.000000;5.940453;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1086.000000;482830.88;;;PJ;85.070.068/0001-08;GONÇALVES E TORTOLA S A;2026-09-29;S;DI1;DI de um dia;100.000000;5.698598;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;3000.000000;2578209.21;;;PJ;02.886.413/0001-40;Indústria de Papéis Sudeste Ltda.;2026-11-25;S;DI1;DI de um dia;100.000000;8.000000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;159.000000;136645.09;;;PJ;02.886.413/0001-40;Indústria de Papéis Sudeste Ltda.;2026-11-25;S;DI1;DI de um dia;100.000000;7.999999;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1337.000000;1341615.26;;;PJ;06.088.741/0001-52;VALE GRANDE IND. E COM. ALI. SA;2027-02-26;S;DI1;DI de um dia;100.000000;5.350000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;130.000000;122122.30;;;PJ;52.311.289/0001-63;MARCHESAN IMPLEMENTOSD MAQ AGRICOLA;2027-03-03;S;DI1;DI de um dia;100.000000;4.499999;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;2750.000000;2490564.17;;;PJ;52.311.289/0001-63;MARCHESAN IMPLEMENTOSD MAQ AGRICOLA;2027-03-03;S;DI1;DI de um dia;100.000000;4.500000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;3800.000000;1419186.28;;;PJ;47.333.539/0001-26;Ind.Ceramica Fragnani Ltda;2027-03-29;S;DI1;DI de um dia;100.000000;5.500000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1707.000000;1225514.76;;;PJ;06.088.741/0001-52;VALE GRANDE IND. E COM. ALI. SA;2027-04-01;S;DI1;DI de um dia;100.000000;5.700000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;2560.000000;1769757.32;;;PJ;17.245.234/0001-00;CIA FIACAO TEC CEDRO E CACHOEIRA;2027-05-24;S;DI1;DI de um dia;100.000000;6.300000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1350.000000;1159862.40;;;PJ;52.645.009/0001-53;FRIGOESTRELA SA;2027-05-31;S;DI1;DI de um dia;100.000000;5.765066;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1200.000000;1108004.70;;;PJ;75.444.430/0001-00;DACALDA ACUCAR E ALCOOL;2027-11-02;S;DI1;DI de um dia;100.000000;5.700705;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1814.000000;1832156.32;;;PJ;00.117.842/0001-28;CIBRAFERTIL CIA BRAS. DE FERTILIZAN;2025-09-25;S;DI1;DI de um dia;100.000000;4.850000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;407.000000;367312.67;;;PJ;10.753.164/0001-43;ECO SECURITIZAD;2025-12-15;S;DI1;DI de um dia;100.000000;6.380524;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;500.000000;254845.60;;;PJ;02.773.542/0001-22;RB SEC CIA SEC;2026-12-17;S;DI1;DI de um dia;100.000000;4.215473;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;1000.000000;697603.53;;;PJ;25.005.683/0001-09;VERT CIA SECURI;2027-12-28;S;DI1;DI de um dia;100.000000;0.536467;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;844.000000;569831.15;;;PJ;27.036.543/0001-15;ITV URBANISMO;2025-07-16;S;DI1;DI de um dia;100.000000;6.498977;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;3558.000000;3593849.81;;;PJ;11.425.560/0001-04;Krasis Particip;2025-10-15;S;DI1;DI de um dia;100.000000;5.999737;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1786.000000;1795586.46;;;PJ;61.189.288/0001-89;MARISA LOJAS S.;2025-11-24;S;DI1;DI de um dia;100.000000;9.899870;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1298.000000;440227.07;;;PJ;04.562.559/0001-66;CIA NAVEGA AMAZ;2025-12-01;S;DI1;DI de um dia;100.000000;8.000000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;600.000000;302165.75;;;PJ;04.562.559/0001-66;CIA NAVEGA AMAZ;2025-12-01;N;;;;;19.986599;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;2000.000000;1350322.61;;;PJ;10.635.691/0001-53;VIA RONDON CONC;2025-12-01;S;DI1;DI de um dia;100.000000;4.999999;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;892.000000;912913.30;;;PJ;58.731.662/0001-11;Ri Happy Brinqu;2025-12-10;S;DI1;DI de um dia;100.000000;7.219510;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;2086.000000;2111288.66;;;PJ;40.008.239/0001-22;CONSAG ENGENHAR;2026-01-30;S;DI1;DI de um dia;100.000000;6.936841;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;2510.000000;2286586.26;;;PJ;30.779.649/0001-13;HOSPITAL E MAT;2026-04-28;S;DI1;DI de um dia;100.000000;4.489349;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1653.000000;1033860.19;;;PJ;50.564.053/0001-03;BOMBRIL S/A;2026-06-10;S;DI1;DI de um dia;100.000000;4.739935;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1765.000000;1303395.88;;;PJ;41.246.890/0001-01;RENTAL PART;2026-06-22;S;DI1;DI de um dia;100.000000;4.999999;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;2686.000000;2567566.68;;;PJ;01.928.075/0001-08;DMA DISTRIBUIDO;2026-07-09;S;DI1;DI de um dia;100.000000;4.999537;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;970.000000;662859.32;;;PJ;47.383.971/0001-21;PLANOVA PLANEJA;2026-07-13;S;DI1;DI de um dia;100.000000;6.056142;;N;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;350.000000;294377.58;;;PJ;03.852.459/0001-01;EGTC INFRA;2026-07-31;S;DI1;DI de um dia;100.000000;5.045259;;N;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;435.000000;366151.41;;;PJ;07.278.350/0001-63;SS COM DE COSME;2026-08-21;S;DI1;DI de um dia;100.000000;4.680162;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;2100.000000;1767627.50;;;PJ;07.278.350/0001-63;SS COM DE COSME;2026-08-21;S;DI1;DI de um dia;100.000000;6.999724;;N;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;840.000000;672482.30;;;PJ;68.093.095/0001-79;Frooty Comercio;2026-08-31;S;DI1;DI de um dia;100.000000;6.500000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;406.000000;408912.02;;;PJ;68.093.095/0001-79;Frooty Comercio;2026-09-24;S;DI1;DI de um dia;100.000000;6.499995;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;176.000000;101324.94;;;PJ;50.564.053/0001-03;BOMBRIL S/A;2026-09-25;S;DI1;DI de um dia;100.000000;5.228499;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1090.000000;626970.79;;;PJ;50.564.053/0001-03;BOMBRIL S/A;2026-09-25;S;DI1;DI de um dia;100.000000;5.314629;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1087.000000;582129.60;;;PJ;46.955.383/0001-52;QI DTVM;2026-09-28;S;DI1;DI de um dia;100.000000;4.996246;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;599.000000;320787.15;;;PJ;46.955.383/0001-52;QI DTVM;2026-09-28;S;DI1;DI de um dia;100.000000;4.996379;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1280.000000;702859.67;;;PJ;02.536.066/0001-26;VITAL ENGENHARI;2026-09-28;S;DI1;DI de um dia;100.000000;4.997230;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1238.000000;711640.30;;;PJ;13.284.642/0001-01;NOVACKI INDUSTR;2026-11-16;S;DI1;DI de um dia;100.000000;7.000000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1300.000000;1125585.98;;;PJ;05.651.966/0001-02;DCENTER DISTRIB;2026-11-19;S;DI1;DI de um dia;100.000000;6.499999;;N;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;700.000000;587073.37;;;PJ;13.284.642/0001-01;NOVACKI INDUSTR;2026-11-23;S;DI1;DI de um dia;100.000000;6.999999;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1310.000000;1200794.58;;;PJ;04.821.041/0001-08;METALFRIO SOLUT;2026-12-09;S;DI1;DI de um dia;100.000000;6.249999;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;193.000000;176910.96;;;PJ;04.821.041/0001-08;METALFRIO SOLUT;2026-12-09;S;DI1;DI de um dia;100.000000;6.249954;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;966.000000;872350.93;;;PJ;46.955.383/0001-52;QI DTVM;2026-12-21;S;DI1;DI de um dia;100.000000;7.996091;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;750.000000;481487.12;;;PJ;33.412.792/0001-60;ALYA CONSTRUTOR;2027-03-01;S;DI1;DI de um dia;100.000000;5.750000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1250.000000;1088126.54;;;PJ;04.821.041/0001-08;METALFRIO SOLUT;2027-03-01;S;DI1;DI de um dia;100.000000;6.000136;;N;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;2100.000000;1828052.59;;;PJ;04.821.041/0001-08;METALFRIO SOLUT;2027-03-01;S;DI1;DI de um dia;100.000000;6.040120;;N;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;229.000000;133671.22;;;PJ;33.412.792/0001-60;ALYA CONSTRUTOR;2027-03-22;S;DI1;DI de um dia;100.000000;5.750081;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1345.000000;785099.53;;;PJ;33.412.792/0001-60;ALYA CONSTRUTOR;2027-03-22;S;DI1;DI de um dia;100.000000;5.750000;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;899.000000;905010.21;;;PJ;06.085.164/0001-45;RESOLV VIGILANC;2027-04-19;S;DI1;DI de um dia;100.000000;5.999989;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1247.000000;1250512.67;;;PJ;55.577.977/0001-68;ORTOCITY - SERV;2027-04-26;S;DI1;DI de um dia;100.000000;5.949937;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;2663.000000;2667869.14;;;PJ;04.562.559/0001-66;CIA NAVEGA AMAZ;2027-04-30;S;DI1;DI de um dia;100.000000;6.499988;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;1120.000000;1009066.82;;;PJ;03.852.459/0001-01;EGTC INFRA;2027-12-10;S;DI1;DI de um dia;100.000000;5.198694;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;480.000000;432457.21;;;PJ;03.852.459/0001-01;EGTC INFRA;2027-12-10;S;DI1;DI de um dia;100.000000;10.012641;;S;N;
FI;32.356.892/0001-54;QUATA CLO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;NCA;N;Para negociação;;;;;2098.000000;2000449.88;;;PJ;31.787.927/0001-47;BREW COMPANY PA;2028-03-13;S;DI1;DI de um dia;100.000000;5.849375;;S;N;
FI;32.388.028/0001-34;BRAM DEBÊNTURES INCENTIVADAS CDI FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;18059.000000;17564556.32;;;PJ;42.276.907/0001-28;VLI MULTIMODAL;2035-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.424639;;S;N;
FI;32.388.028/0001-34;BRAM DEBÊNTURES INCENTIVADAS CDI FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;24440.000000;23626712.86;;;PJ;42.276.907/0001-28;VLI MULTIMODAL;2037-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.365861;;S;N;
FI;32.388.028/0001-34;BRAM DEBÊNTURES INCENTIVADAS CDI FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;62583.000000;63083398.02;;;PJ;00.350.763/0001-62;JF INVESTIMENT;2025-06-13;S;DI1;DI de um dia;100.000000;3.100000;;S;N;
